site,lat,lng,zip,name,address,phone,email,web
"Brewersfayre","51.305952","-2.826351","BS25 1NN","Sidcot Arms","Bridgwater Road, Winscombe, Somerset, BS25 1NN","","","https://www.brewersfayre.co.uk//en-gb/locations/somerset/sidcot-arms"
"Brewersfayre","51.5312","0.729432","SS1 2YT","Southend-on-Sea","Eastern Esplanade, Southend On Sea, Essex, SS1 2YT","","","https://www.brewersfayre.co.uk//en-gb/locations/essex/southend-on-sea"
"Brewersfayre","53.455515","-2.134717","M34 3SH","Stable Gate","Alphagate Drive, Denton, Manchester, M34 3SH","","","https://www.brewersfayre.co.uk//en-gb/locations/lancashire/stable-gate"
"Brewersfayre","52.457468","-2.140715","DY8 1JR","Stourbridge","Birmingham Street, Stourbridge, West Midlands, DY8 1JR","","","https://www.brewersfayre.co.uk//en-gb/locations/west-midlands/stourbridge"
"Brewersfayre","51.665237","-3.912035","SA6 8WB","Swansea Vale","Upper Fforest Way, Morriston, Swansea, SA6 8WB","","","https://www.brewersfayre.co.uk//en-gb/locations/swansea/swansea-vale"
"Brewersfayre","52.407639","-0.752357","NN16 8FX","Telford Lodge","Rothwell Road, Kettering, Northants, NN16 8FX","","","https://www.brewersfayre.co.uk//en-gb/locations/northamptonshire/telford-lodge"
"Brewersfayre","51.768497","-0.233234","AL10 0DA","The Airfield","Galleria Site, Lemsford Road, Comet Way, Hatfield, AL10 0DA","","","https://www.brewersfayre.co.uk//en-gb/locations/hertfordshire/the-airfield"
"Brewersfayre","54.280761","-0.401071","YO11 2EN","The Carousel","Falconer Road, Scarborough, North Yorkshire, YO11 2EN","","","https://www.brewersfayre.co.uk//en-gb/locations/yorkshire/the-carousel"
"Brewersfayre","54.975027","-1.454087","NE34 9PQ","The Cinder Path","2 Hobsons Way, South Shields, , NE34 9PQ","","","https://www.brewersfayre.co.uk//en-gb/locations/newcastle/the-cinder-path"
"Brewersfayre","50.786051","-1.099834","PO5 3XX","The Clarence Pier","Long Curtain Road, Southsea, Hampshire, PO5 3XX","","","https://www.brewersfayre.co.uk//en-gb/locations/hampshire/the-clarance-pier"
"Brewersfayre","50.797619","0.059545","BN9 0AG","The Drove","The Drove, Newhaven, East Sussex, BN9 0AG","","","https://www.brewersfayre.co.uk//en-gb/locations/sussex/the-drove"
"Brewersfayre","52.896995","-0.664319","NG31 7JT","The Farrier","Harlaxton Road, Grantham, Lincolnshire, NG31 7JT","","","https://www.brewersfayre.co.uk//en-gb/locations/lincolnshire/the-farrier"
"Brewersfayre","52.338804","-2.04931","B61 0BA","The Guild","Birmingham Road, Bromsgrove, Worcestershire, B61 0BA","","","https://www.brewersfayre.co.uk//en-gb/locations/worcestershire/the-guild"
"Brewersfayre","52.540449","-0.25775","PE7 8BT","The Hampton","4 Ashbourne Road, Off London Road, Hampton, PE7 8BT","","","https://www.brewersfayre.co.uk//en-gb/locations/peterborough/the-hampton"
"Brewersfayre","54.711498","-5.812165","BT38 8BE","The Harbour","Alexander Pier, Rogers Quay, Carrickfergus, BT38 8BE","","","https://www.brewersfayre.co.uk//en-gb/locations/northern-ireland/the-harbour"
